total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
318379963.1284733,16054635709.932613,2.2419018742826777,188155.5944448767,0.00013342460619066083,2.3774723380645724,0.18315698106814104,0.9381435219097943,5
319558955.95410097,16071619232.27668,2.241899384262669,188231.05380976922,0.0002193025314502116,3.5339206057392674,0.1628813738880737,0.9377832136211541,10
325203693.69870687,16097462921.819199,2.241880789703649,188193.1201629011,0.0002241643863257953,5.212470398159758,0.1366519131860896,0.9366391434541376,15
332941771.38922,16117049337.096884,2.2418721656987555,188240.82629953593,0.0002019220733031658,5.309837647467431,0.11288360867972447,0.9352294907327702,20
339917836.93939674,16119031449.7505,2.2418698142070115,188296.92239456612,0.00019436626864059115,4.251490949079706,0.09594298286001782,0.9341303791075002,25
345112390.2498039,16106018447.02982,2.241883646449219,188296.21649768017,0.00019907731323194565,3.1496063530936014,0.08616993312336951,0.9333913339187536,30
348707698.63478863,16087165907.827225,2.24187611458562,188469.36519021355,0.00020863918276827582,2.338450606598196,0.08138412331964616,0.9329241351622654,35
351183343.14141047,16069446431.831825,2.2418921293532437,188698.68575328484,0.00022587669243698396,1.7969965283100295,0.07923931528931695,0.9325908557996775,40
352998470.27830327,16055708842.54102,2.2418892986040557,188974.60870369896,0.00024384803682928565,1.4800325837898267,0.07831345132131282,0.9323163072594588,45
354426785.15792835,16046141779.029953,2.2418779477670814,189197.69112546032,0.00023356441626393932,1.3246569617672626,0.07792796554113533,0.9320514642524453,50
355712895.1439612,16039888207.645031,2.2418532389728174,189501.06455853523,0.00023560290466905997,1.2834749898508389,0.07773394700356757,0.9317691673175682,55
357000443.74554706,16035949943.201357,2.2418601180262185,189843.15003858632,0.00023447082351009892,1.3174599651950738,0.07761351304200706,0.9314550700118932,60
358387256.1363492,16033516148.233545,2.241879498568022,190213.80387469925,0.00023269313668673213,1.397363532927441,0.07750845148268572,0.9311026209894988,65
359918674.32839376,16032023008.89397,2.241858187193913,190690.9894640616,0.00023617512736461704,1.509725506738821,0.0774056034047617,0.9307043810585124,70
361623225.19826126,16031107527.095928,2.241863343299292,191095.98329135228,0.0002495368513771257,1.641660078980441,0.07729944708518012,0.9302536287646083,75
363495090.5937345,16030545516.033445,2.241889869804169,191458.4278309992,0.0002586763117836965,1.7911162533517724,0.07718643771850571,0.9297473533886833,80
365569814.7073549,16030203852.683739,2.2419484550636044,192011.79172955756,0.00026332520444685394,1.9553705447698495,0.07706330242052285,0.9291848681467433,85
367858547.14244133,16030002313.641975,2.242006482496072,192561.07439588773,0.00027702683278122,2.130053268510859,0.07692790954468658,0.9285590936937895,90
370415075.0377978,16029891371.4061,2.242057625702131,192991.04845435848,0.00028731580994870073,2.321730502166126,0.07677844637066397,0.9278679760307633,95
373255196.1777549,16029844476.753864,2.242077526518495,193656.20620013156,0.0002882213473497323,2.525718497235889,0.07661312545206643,0.9271115650753763,100
