total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
11038000.23313175,1682318.013262845,1.6882340304432657,672171.6130560725,0.99987170998538,0.997082028534444,,,1
11069845.279083293,1700002.3240240593,1.6882324553071895,672168.7728319917,0.9998710614391895,0.9970735360609007,4.203783920233481e-05,0.1091812040563932,2
11117653.293860849,1726827.1735998,1.6882328728402736,672180.0726631389,0.999869756372713,0.9970606944960299,6.028790280286892e-05,0.16498155918452978,3
11181567.25444489,1763203.476187984,1.6882327292896475,672191.8033648685,0.9998677747797321,0.9970433618392758,7.94117840015603e-05,0.22247566204081518,4
11261900.616104499,1809714.4299637105,1.6882329427028382,672196.6339951039,0.999865083993849,0.9970213380280943,9.911443369021217e-05,0.28235495461238713,5
11361578.634597726,1867130.9027967318,1.6882334737912128,672219.1130361417,0.9998616377758193,0.9969943597196599,0.00011998657861444279,0.34541630283087277,6
11481510.455296438,1936430.941860109,1.6882355782103013,672222.9867651167,0.9998573746903336,0.9969620898806345,0.0001449505132761844,0.412293777412532,7
11622321.990233492,2018824.7978583062,1.688242429409577,672253.7233126777,0.9998522162304039,0.9969241040432701,0.00016778528347148478,0.4842184208128776,8
11786576.644540291,2115796.296925066,1.6882484063418766,672301.4451115031,0.9998460639318897,0.9968799057988563,0.0001826517731151088,0.5626352503654366,9
11974228.838077987,2229140.0560576627,1.6882424763182353,672347.996976245,0.9998387960055486,0.9968288924000109,0.0002093144164701737,0.6485612565541612,10
