total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
40669449.064959794,25926017.72690922,1.8718727558554555,679992.0984205427,0.9990075794111009,0.9921920636459401,,,1
40808104.09258203,26212143.62231527,1.871875375223711,679994.0031174067,0.999002446804822,0.9921703129641595,3.100422357916285e-05,0.38878216225400897,2
41017240.940703094,26646212.97889688,1.8718794666282763,680019.4880289922,0.9989921226843902,0.9921374829836448,4.648617411608744e-05,0.5866230783667024,3
41299117.74549043,27234876.17002575,1.871884501861174,680008.096024073,0.9989764589807164,0.9920932765155587,6.20502072980809e-05,0.7895217376218525,4
41657795.88145895,27987523.722462676,1.87189117207808,680018.9104918293,0.9989552132926918,0.9920372690678827,7.780799677310852e-05,0.9995929994997627,5
42095884.2345075,28916533.945323475,1.8718989128479504,680013.9744332917,0.9989280440944747,0.9919688991618968,9.394209876103386e-05,1.2190231456297567,6
42616318.83678472,30037604.301738784,1.871905071947637,680056.11924157,0.9988944995617287,0.9918875065902163,0.00011077818167431722,1.4498865264631569,7
43225289.100412205,31370171.574122734,1.8719128695584122,680075.8834763791,0.9988540072764531,0.9917921573824203,0.00012892519478386138,1.6942040262018594,8
43924703.31951295,32937922.90445383,1.8719267408035378,680113.8588847402,0.9988058522337188,0.991681740003373,0.00014978288202409858,1.9546179630996625,9
44719186.3698036,34769406.32780267,1.8719420165531513,680168.6823830917,0.9987491602165505,0.9915548558316749,0.00017414765568146687,2.235749730106877,10
