total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
318906106.38762885,16049726986.855595,2.2418941773286445,188158.95852986287,0.18974227386975198,0.9381111658614169,,,1
318788124.71962833,16050371999.559841,2.241895749752166,188163.04646434652,0.18906767412653722,0.9381220963558166,5.4299092844537285e-05,1.0840216156927018,2
318641833.8956858,16051376067.405987,2.2418983514195294,188146.3332223831,0.18772859655147695,0.9381343749843162,8.102347029488173e-05,1.5747189825052779,3
318493356.6669297,16052781482.89567,2.2419029890122855,188145.70563233452,0.18574713904678766,0.9381435581870977,0.00010738136648934863,2.007863217383413,4
318379963.1284733,16054635709.932613,2.2419018742826777,188155.5944448767,0.18315698106814104,0.9381435219097943,0.00013342460619066083,2.3774723380645724,5
318342716.9135578,16056982938.298298,2.2418981338750887,188151.39494896267,0.18000125254969548,0.9381283218293223,0.00015967182915241668,2.678383881522647,6
318403174.0967111,16059855245.385181,2.241898417517165,188135.21260287863,0.1763329501488551,0.9380891631274246,0.0001839732737315885,2.901405093356867,7
318588327.4395634,16063265569.043894,2.2419035519944654,188167.22734263906,0.17221359968266214,0.9380195080237841,0.00019714846312956754,3.100752709610584,8
318966250.10533524,16067201273.914833,2.2419027570275194,188191.56221928832,0.16770461828180674,0.9379182936093986,0.00020836521547250533,3.2926644153709415,9
319558955.95410097,16071619232.27668,2.241899384262669,188231.05380976922,0.1628813738880737,0.9377832136211541,0.0002193025314502116,3.5339206057392674,10
