total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
38210753.507560745,25566553.022905003,2.050217872004739,659178.099902038,0.9990640823382401,0.9924369982040561,,,1
38334791.90105204,25845075.386331867,2.0502190296646026,659146.526026122,0.9990592951225495,0.9924162282573776,3.3601163083035526e-05,0.36481812768973476,2
38522553.54836811,26267537.454089083,2.0502207455216888,659155.6946294648,0.9990496662220596,0.9923848672708717,5.0362440121256866e-05,0.5505022333282473,3
38777487.82498522,26840312.527841788,2.050223892930782,659182.1033820473,0.9990350580108119,0.9923426151525989,6.727220922738428e-05,0.7409687487351057,4
39101544.98942459,27572385.559755087,2.050228702301523,659200.3658808109,0.999015246310206,0.9922890389193236,8.440063330557034e-05,0.9380686745451448,5
39496368.19593215,28475594.651368786,2.0502284590844453,659245.0603739723,0.9989899139164069,0.9922235663601966,0.00010125684994565128,1.1447832682822223,6
39966843.06298025,29565009.404978275,2.0502265894058267,659218.2831459229,0.998958642731574,0.9921454985194131,0.0001172819444153075,1.3641519949371628,7
40519460.889061466,30859382.75254271,2.050227058692702,659165.5804711427,0.998920901451232,0.992054007126153,0.00013343567566049657,1.59733272075771,8
41158065.190574415,32381623.539584722,2.0502246408489464,659150.628747157,0.9988760280303779,0.9919480873841546,0.0001529749594556858,1.8463028590056934,9
41891844.28228102,34159093.417235136,2.0502264325767765,659165.7768192764,0.9988232114229676,0.9918264112132782,0.00018071907433202827,2.112657834877706,10
