total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
418331890.061061,32365564469.73181,2.1866544195354773,292056.5403454092,0.00013088028707462942,3.2417027116314014,0.20089647111893513,0.9443013486071533,5
419710311.7575609,32397455926.779015,2.1866647248149205,292162.1989359071,0.00023398633302679168,4.317318124033264,0.1845699323359673,0.9441045964928305,10
428474855.8092558,32457406816.795853,2.1867017175555383,292327.0590366838,0.0002414071186062437,7.209794380731295,0.16244891997124128,0.9428944659407794,15
441902798.5711291,32518415090.171753,2.18673433961332,292458.2698285165,0.00021560609115054162,8.31360366676507,0.14094345949684003,0.941240498964605,20
454146553.4265308,32546204737.450447,2.1867505268789658,292584.20671400643,0.00020732659801117227,6.763836602795754,0.12460929931706101,0.9399022920343025,25
462875966.8547938,32533786612.29067,2.186768015946022,292855.82346994744,0.00022320865189365318,4.781651227236037,0.11475711740298684,0.9390846873770244,30
468357525.6665746,32498936243.44757,2.1867962701155106,293210.34667644463,0.00022941212219734414,3.308904237208789,0.1099143176889319,0.9386122258811438,35
471781887.82483333,32461513151.132305,2.186817426080597,293345.220002025,0.00024544130739207327,2.4040821206571734,0.10783945296951454,0.9382887054262372,40
474131540.1563584,32431633624.903603,2.186842992620119,293612.3862428381,0.00025573841828521125,1.8978555746079129,0.10693556954031165,0.9380257125312004,45
475959934.7924892,32411055836.908356,2.186839084469468,293997.88830059173,0.0002638408772205605,1.64809863223624,0.10653351248030907,0.9377829608181522,50
