total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
318907202.3425485,16049721857.22169,2.2418941276178312,188158.93078608494,0.20282367259724335,0.9381110356837801,,,1
318791067.6299901,16050356177.235718,2.241895598324938,188162.96975999264,0.20217075342882315,0.9381217612524119,5.433393152175304e-05,1.0678845201984934,2
318646750.4176069,16051343073.577982,2.2418980283090333,188146.17782942025,0.200874612281486,0.9381338505292894,8.108556503769609e-05,1.5520910274190822,3
318499269.1004491,16052723564.283016,2.2419024352348975,188145.42519139795,0.19895628884479818,0.9381430275597228,0.00010747779083719604,1.9804135713346052,4
318385199.91950214,16054543862.404522,2.2419015438998455,188155.55029782627,0.19644790735131828,0.9381433175906783,0.00013356047393180235,2.3468448007557763,5
318343950.9121437,16056847357.016884,2.241897537241163,188139.45804747666,0.19339069378085288,0.9381289863382675,0.00015979813760337233,2.6466327978288176,6
318399131.9150805,16059666067.329845,2.2418971394205753,188159.64764214246,0.18983484839064235,0.9380915194356929,0.00018457122179654653,2.868276617559359,7
318572579.07317233,16063013745.306946,2.2419020948393444,188143.56299615637,0.18583981783776138,0.9380242514053062,0.00019847870680927477,3.066971377642835,8
318933217.2399241,16066879796.19896,2.2419012964373444,188178.6195689117,0.18146382552831058,0.9379260242141857,0.00020989605110784297,3.2548060578867584,9
319503631.2450597,16071224275.062035,2.241897811116663,188224.55691844612,0.1767787344120288,0.9377946035125762,0.00022121713502447343,3.485914554592064,10
