total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
29189405.294777222,14794675.710491993,1.5888885971788365,575195.2699754096,0.00010047782822228251,0.7705757612856463,0.9989214907247715,0.9921857165080542,5
31178300.10949605,18309693.396551944,1.588898396663984,575278.0317711176,0.00020074688797961827,1.787834762521971,0.9987004661750839,0.991658830615993,10
35203885.35352193,25986834.512351155,1.588941264935677,575430.8134892657,0.0002945041482313526,3.4151035607441975,0.9981953365936844,0.9906020741435875,15
43507037.25439665,42653623.279628605,1.5889374607896183,575651.8239708442,0.0004303508116026688,6.475242100055573,0.997065173711418,0.9885960669954126,20
60176343.87658137,81819145.78937382,1.5890289823508263,576298.3442321308,0.0006352363657752515,12.760221426888158,0.9942906627811934,0.9847683482446417,25
93585432.10875596,184810431.6833148,1.589061877283377,577391.1794239508,0.0009882957920106454,26.024131531062373,0.9864749054525408,0.9774648331166018,30
160790045.1384907,484198545.74710506,1.5892228383504947,579035.7362223809,0.0013043446449506396,50.54036000576756,0.9618031614987237,0.9655403218600073,35
270966375.9016514,1338185068.5769522,1.5892867581207535,580457.851780819,0.0016780573387612352,71.77530761108687,0.8891919104114712,0.9575063912793658,40
383319684.53469753,3216065959.936862,1.5890866734673235,581459.6631867185,0.0017655617055431503,63.10178593244147,0.7440098757297623,0.9619802882293421,45
445470844.8334556,5970151143.017771,1.589156613292179,582125.422782112,0.0015899430919451656,51.57510218790459,0.5656579621961417,0.9656683730648161,50
