total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
15786684.087518388,3115463.4765803376,1.4966257241714032,498278.9897137061,0.9998703630130333,0.9968296542930131,,,1
15836123.60686608,3148066.29786392,1.4966259807182178,498283.5346818193,0.9998696966998,0.996820516145409,3.317944094713401e-05,0.15567568711274493,2
15910775.748130132,3197493.621947265,1.4966268207960371,498263.4170339419,0.9998683564647028,0.9968067196762282,4.948713388159118e-05,0.23494951981261306,3
16011153.788813975,3264462.990401446,1.496628811457394,498228.07540651225,0.9998663230669184,0.9967881370952668,6.525486231660421e-05,0.3162938129558196,4
16138016.300786115,3349989.9782481436,1.4966321976573576,498239.59579678986,0.9998635651136146,0.9967645884371805,8.065616725854863e-05,0.40053115058655475,5
16292740.821316682,3455414.254625042,1.4966368680738216,498227.8171718534,0.9998600382573843,0.9967358384095638,9.762183185057718e-05,0.48850330403500003,6
16476510.084969603,3582417.0285089007,1.4966572393523958,498223.9916178138,0.9998556839348255,0.9967015638588194,0.00013282806703233675,0.5809751897143549,7
16691419.42765433,3733104.2650823384,1.496667257664699,498221.4943629423,0.9998504277073483,0.9966614113955748,0.00013070957938020027,0.6794923126887387,8
16938942.719851367,3910001.3434108756,1.4966488137880607,498188.9052859199,0.9998441770482432,0.9966148878471801,0.00017048078296731642,0.7842359745179001,9
17221399.446193285,4116188.813537026,1.4966688805992012,498185.190837756,0.9998368184321251,0.9965614412082326,0.00017301549285410136,0.897893668397547,10
