total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
13298725.70550859,2168032.1405651756,1.4301438369587403,518606.22129098163,0.9999147813393725,0.997524919284132,,,1
13339353.216652282,2190799.34293181,1.4301433874802836,518606.02465101925,0.9999143411149427,0.9975176508993364,3.7275041787691307e-05,0.12292279671649436,2
13400927.054076763,2225315.3356466154,1.430143009774187,518605.9784836944,0.9999134556337416,0.9975066727308837,5.5707780319636815e-05,0.1854485130801962,3
13483798.590898393,2272079.691311569,1.4301431726546077,518591.0673549982,0.9999121121104445,0.9974918759886905,7.399804775166438e-05,0.24954849359795958,4
13588789.336545339,2331798.093558743,1.430143699958972,518626.3948968886,0.9999102897445791,0.9974731064314404,9.204181261204225e-05,0.3161660017751981,5
13716380.185682643,2405400.718699658,1.4301452340430925,518628.14379313856,0.9999079591423664,0.9974501626112744,0.00010963428832548999,0.38605649887780336,6
13866703.522638232,2494067.5535163144,1.4301489152502698,518617.04674922384,0.9999050814676474,0.9974227939484769,0.00012672791400210564,0.4599568271794381,7
14041923.968836728,2599261.2800870473,1.4301504525629507,518628.8643144873,0.9999016073480697,0.9973906977691964,0.0001436504158434517,0.5387375246291753,8
14243264.638777543,2722768.584827468,1.4301553865664411,518619.7823885813,0.9998974754195408,0.9973535141544183,0.00016101269637157923,0.6234156797705962,9
14474161.983619057,2866751.6622201754,1.4301665881404801,518651.0465060242,0.9998926103783637,0.9973108184159759,0.00017988703991576218,0.7151717481170308,10
