total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
22839455.384437516,6946917.090233626,1.4392074613336092,421303.3303612276,0.9994077654936323,0.9938145394635804,,,1
22918435.1896709,7019598.025570311,1.4392056303891567,421302.68630758254,0.9994047539475751,0.9937963512592085,3.7828552944008016e-05,0.23846588097413707,2
23037651.878040973,7129888.03453246,1.4392030832589948,421301.7277063407,0.9993986936756691,0.9937688647326745,5.687094699394351e-05,0.36014907254909007,3
23197479.749531105,7279519.3302472085,1.4391981380554097,421273.12367779063,0.9993894916691193,0.993731786399309,7.618968283545608e-05,0.4854588205888844,4
23399467.36148647,7470943.862962066,1.4391912745755184,421266.1237786875,0.9993769959590215,0.993684697560372,9.633796328616772e-05,0.6159680967884793,5
23646753.816957578,7707404.785586692,1.4391885136126863,421261.69033907796,0.9993609915846465,0.9936271235556815,0.00012558746427772548,0.7537055111527899,6
23942481.432530817,7993034.070364389,1.4391781195824478,421304.1075475612,0.9993411927322201,0.9935583342992325,0.00013575705107750677,0.9001273153978142,7
24288870.414118193,8332978.764823287,1.439168811163598,421258.6410121096,0.9993172340114439,0.9934774353829284,0.000155430016181804,1.0570454989460065,8
24687346.81892861,8733558.355334297,1.4391510311102536,421315.61837624945,0.9992886583568048,0.9933833673014975,0.00017598875631310136,1.2264418066083582,9
25143316.616371628,9202457.22202726,1.4391278370121894,421333.5442678324,0.999254897986532,0.9932748399175141,0.00019910501374201592,1.4108137816390312,10
