total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
9143989.23152519,1183811.9066246378,1.3792902903514601,403297.16002178367,0.999911189380334,0.997595387341364,,,1
9172071.593041673,1196002.3396921472,1.37929038252217,403298.2629509644,0.9999107391817333,0.9975884542202526,4.005144290607102e-05,0.08874114631861749,2
9214552.650571674,1214491.1621204717,1.3792951483774123,403299.7534465953,0.999909833265382,0.9975779722506657,7.11022239802523e-05,0.13412375304763133,3
9271775.534953833,1239558.139878367,1.379296329261117,403294.85796292283,0.9999084576712658,0.9975638266577942,7.841054298973754e-05,0.18096125527934712,4
9344436.476533547,1271601.0560373417,1.3792995216796513,403288.969402612,0.9999065896735241,0.9975458565167323,9.668464129290045e-05,0.2298171540820681,5
9432895.791362248,1311147.7561082917,1.3793046146901973,403349.81725107087,0.9999041971245893,0.9975238518697004,0.00011491359321653097,0.28127976108736163,6
9539723.990251387,1358872.232675955,1.3793121703293176,403361.0112086168,0.9999012372757659,0.9974975488190811,0.00013359381936102593,0.3360441656478209,7
9668975.287439335,1415615.3799222864,1.3793182951834169,403437.92345765996,0.9998976554601334,0.9974666220040928,0.00015299117772482306,0.39478363506980063,8
9822722.439728651,1482411.4285777523,1.3793213037304812,403478.46060640726,0.9998933832259824,0.997430675019186,0.00017300918156852268,0.45826187598526397,9
10005445.599245999,1560521.970640862,1.3793297517408285,403529.49564911367,0.9998883357968754,0.9973892323053173,0.00019300024980286294,0.5277230301605202,10
