Iteracion,led_x,led_y,Diferencia,Data,Simuladas
15,3,2,2531774924.7782907,2531894828.4574986,120019.74
15,3,3,2303491126.129085,2303502093.3394847,10967.207
15,3,4,1742368172.0150657,1742379172.2394671,11000.219
15,3,5,1622573490.9494143,1622726195.523456,152704.66
15,3,6,1642996882.5366435,1643310856.257977,313973.72
15,3,7,1656058382.5353816,1656229425.7720997,171043.11
15,3,8,1882182935.291546,1882194247.3107564,11312.015
15,3,9,2125168335.1618438,2125178767.7281563,10432.57
15,3,10,2360771169.814298,2360901699.3197794,130529.49
15,3,11,2752098575.257409,2752347281.5061994,248706.25
15,3,12,2639744654.6740956,2639878016.9118094,133432.14
15,3,13,2354971853.7392063,2354985158.158999,13304.421
15,3,14,1748187335.8960521,1748200968.1788473,13632.29
