Iteracion,led_x,led_y,Diferencia,Data,Simuladas
80,3,3,2300505336.496054,2303502093.3394847,2997883.5
80,3,4,1739942731.0564997,1742379172.2394671,2498325.8
80,3,5,1620692235.498914,1622726195.523456,2069033.0
80,3,6,1638880074.7460308,1643310856.257977,4472684.0
80,3,7,1653546198.6146195,1656229425.7720997,2730596.5
80,3,8,1879648833.9461875,1882194247.3107564,2552072.8
80,3,9,2122029355.2509422,2125178767.7281563,3166803.2
80,3,10,2356276013.456334,2360901699.3197794,4627321.0
80,3,11,2744696033.6152916,2752347281.5061994,7856258.5
80,3,12,2633940364.5426183,2639878016.9118094,5980818.5
80,3,13,2346370065.2500234,2354985158.158999,9023245.0
80,3,14,1740379792.9061477,1748200968.1788473,8150773.0
80,3,15,1552173778.3876758,1555070646.1163015,2929926.2
80,3,16,1631962622.6102545,1638276406.3421552,6381403.5
80,3,17,1594385020.1346183,1596726434.1510956,2341553.0
80,3,18,1871463850.7104309,1874102176.821584,2639373.0
80,3,19,2086325313.6487389,2089468412.582207,3157368.0
80,3,20,2336048143.6459904,2340574089.2498794,4532610.0
85,1,1,19735280369.959976,1451541848603.4019,1444033100000.0
85,2,1,8328514645.483817,10176026587.078632,2430176300.0
85,2,2,7523783519.405313,9547824793.353415,2723644700.0
85,2,3,7257202166.946016,8413401993.768299,1416654000.0
85,2,4,6972165715.734416,8372318909.940894,1752092500.0
85,2,5,6619400088.018388,8433770265.178412,2320660500.0
85,2,6,8863823138.018621,11276598451.37594,3090806000.0
85,2,7,8765855205.293056,11682544661.32534,3866415600.0
85,2,8,7720459462.272333,9293744349.226927,2008561700.0
85,2,9,7299780673.124658,8917860443.958853,2063777300.0
85,2,10,7206430776.916507,8988917348.09337,2351039200.0
85,3,1,2653857677.269806,2662111397.2950034,8276868.0
85,3,2,2525425365.287144,2531894828.4574986,6695894.5
85,3,3,2299604602.17826,2303502093.3394847,3909362.8
85,3,4,1739255567.5923038,1742379172.2394671,3227316.2
85,3,5,1620265952.1895618,1622726195.523456,2519502.0
85,3,6,1637850097.2461145,1643310856.257977,5536514.5
85,3,7,1652871746.4182048,1656229425.7720997,3445087.5
85,3,8,1878935297.1114342,1882194247.3107564,3271630.5
85,3,9,2121158451.6344893,2125178767.7281563,4059712.8
85,3,10,2354998870.3992195,2360901699.3197794,5905593.5
85,3,11,2742598044.1351895,2752347281.5061994,10057184.0
85,3,12,2632311321.329739,2639878016.9118094,7672516.5
85,3,13,2343879649.378112,2354985158.158999,11931150.0
85,3,14,1738047265.085316,1748200968.1788473,10673449.0
85,3,15,1551527511.5024762,1555070646.1163015,3606217.0
85,3,16,1630416389.4100602,1638276406.3421552,7962448.0
85,3,17,1593829162.8898878,1596726434.1510956,2898175.2
85,3,18,1870778544.4531515,1874102176.821584,3327519.0
85,3,19,2085532704.6525774,2089468412.582207,3968404.0
85,3,20,2334948943.023826,2340574089.2498794,5654335.0
90,1,1,14764998545.970446,1451541848603.4019,1447659800000.0
90,2,1,8377816128.151701,10176026587.078632,2224797000.0
90,2,2,7577967297.147769,9547824793.353415,2505467600.0
90,2,3,7280575786.468765,8413401993.768299,1358062600.0
90,2,4,7019501048.21499,8372318909.940894,1628326100.0
90,2,5,6679389863.77444,8433770265.178412,2142931800.0
90,2,6,8917568830.881622,11276598451.37594,2862037000.0
90,2,7,8790651366.868692,11682544661.32534,3614659600.0
90,2,8,7720111363.057988,9293744349.226927,1939478300.0
90,2,9,7329870377.989491,8917860443.958853,1936929900.0
90,2,10,7250353017.587834,8988917348.09337,2184714500.0
90,3,1,2651863902.5906405,2662111397.2950034,10311642.0
90,3,2,2523782222.697748,2531894828.4574986,8431916.0
90,3,3,2298521842.7302027,2303502093.3394847,5020914.5
90,3,4,1738432075.5767472,1742379172.2394671,4103879.8
90,3,5,1619786757.690488,1622726195.523456,3050271.2
90,3,6,1636648274.8795114,1643310856.257977,6777077.5
90,3,7,1652081457.1402383,1656229425.7720997,4283937.5
90,3,8,1878104025.186106,1882194247.3107564,4117935.0
90,3,9,2120130444.4982367,2125178767.7281563,5114774.5
90,3,10,2353464879.933281,2360901699.3197794,7441493.5
90,3,11,2740123711.2216763,2752347281.5061994,12656406.0
90,3,12,2630351992.440656,2639878016.9118094,9707466.0
90,3,13,2340917488.664823,2354985158.158999,15386905.0
90,3,14,1735358061.3649936,1748200968.1788473,13642670.0
90,3,15,1550768626.9682198,1555070646.1163015,4413121.0
90,3,16,1628588930.381049,1638276406.3421552,9840470.0
90,3,17,1593171195.644074,1596726434.1510956,3557034.2
90,3,18,1869995263.9023306,1874102176.821584,4129803.5
90,3,19,2084618734.6237822,2089468412.582207,4918029.0
90,3,20,2333645574.0991845,2340574089.2498794,6996507.5
95,1,1,12299420594.04379,1451541848603.4019,1449448800000.0
95,2,1,8390091347.682878,10176026587.078632,2133772200.0
95,2,2,7598627727.8660345,9547824793.353415,2398090800.0
95,2,3,7283313515.456522,8413401993.768299,1336382600.0
95,2,4,7034823954.889668,8372318909.940894,1574716900.0
95,2,5,6700329178.763177,8433770265.178412,2064885900.0
95,2,6,8923832062.856792,11276598451.37594,2771580000.0
95,2,7,8776946743.563562,11682544661.32534,3516174300.0
95,2,8,7695555073.9128,9293744349.226927,1923534100.0
95,2,9,7331286508.13444,8917860443.958853,1889411800.0
95,2,10,7253338418.412448,8988917348.09337,2117866600.0
95,3,1,2649524865.381038,2662111397.2950034,12715680.0
95,3,2,2521797680.1421504,2531894828.4574986,10534314.0
95,3,3,2297204648.897475,2303502093.3394847,6375265.5
95,3,4,1737446957.1984797,1742379172.2394671,5156636.5
95,3,5,1619222862.1968913,1622726195.523456,3675174.0
95,3,6,1635243026.485491,1643310856.257977,8231584.5
95,3,7,1651147349.7553792,1656229425.7720997,5277108.5
95,3,8,1877136106.6784637,1882194247.3107564,5112803.5
95,3,9,2118922258.3192928,2125178767.7281563,6359993.0
95,3,10,2351626296.9038115,2360901699.3197794,9285066.0
95,3,11,2737205354.641456,2752347281.5061994,15727425.0
95,3,12,2628009543.81644,2639878016.9118094,12139179.0
95,3,13,2337460973.3504457,2354985158.158999,19404464.0
95,3,14,1732577308.9938238,1748200968.1788473,17068718.0
95,3,15,1549868879.4372234,1555070646.1163015,5372953.5
95,3,16,1626424590.2766852,1638276406.3421552,12069715.0
95,3,17,1592396564.448484,1596726434.1510956,4344404.5
95,3,18,1869102480.602152,1874102176.821584,5071485.0
95,3,19,2083563075.3984315,2089468412.582207,6032190.5
95,3,20,2332101003.9596004,2340574089.2498794,8601959.0
100,1,1,11078260110.808725,1451541848603.4019,1450313600000.0
100,2,1,8374147295.505171,10176026587.078632,2108512800.0
100,2,2,7593696244.550039,9547824793.353415,2356231000.0
100,2,3,7272809434.411942,8413401993.768299,1335426600.0
100,2,4,7029042941.203517,8372318909.940894,1558185200.0
100,2,5,6695515753.9756155,8433770265.178412,2038860000.0
100,2,6,8885396338.344044,11276598451.37594,2761558800.0
100,2,7,8720429944.91965,11682544661.32534,3508611800.0
100,2,8,7660322238.160001,9293744349.226927,1938497500.0
100,2,9,7310607971.61789,8917860443.958853,1883533400.0
100,2,10,7233022017.331447,8988917348.09337,2102811800.0
100,3,1,2646775773.668074,2662111397.2950034,15551135.0
100,3,2,2519413704.634566,2531894828.4574986,13066103.0
100,3,3,2295614672.9836197,2303502093.3394847,8012400.0
100,3,4,1736278625.6768496,1742379172.2394671,6412866.5
100,3,5,1618562116.591925,1622726195.523456,4407556.5
100,3,6,1633610718.8852854,1643310856.257977,9932543.0
100,3,7,1650043509.6689043,1656229425.7720997,6451255.0
100,3,8,1876016353.722473,1882194247.3107564,6275231.0
100,3,9,2117510627.5859551,2125178767.7281563,7819117.0
100,3,10,2349439270.372789,2360901699.3197794,11483296.0
100,3,11,2733768589.5703063,2752347281.5061994,19336150.0
100,3,12,2625279131.260348,2639878016.9118094,15008911.0
100,3,13,2333529677.0458446,2354985158.158999,23948612.0
100,3,14,1729532587.8730705,1748200968.1788473,20920320.0
100,3,15,1548820219.0980008,1555070646.1163015,6506072.5
100,3,16,1623906971.494396,1638276406.3421552,14699422.0
100,3,17,1591486024.3557827,1596726434.1510956,5284053.5
100,3,18,1868075113.330495,1874102176.821584,6176398.5
100,3,19,2082332181.9663553,2089468412.582207,7335062.0
100,3,20,2330295468.571701,2340574089.2498794,10508837.0
