total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
9093130.28423579,1162276.272930252,1.9800163038542284,744050.8620177249,0.9999110748084342,0.9975207644847858,,,1
9121443.063648349,1174446.2541604163,1.9800173321860257,744052.6427595168,0.9999106283137643,0.997513790139204,4.1130493047873756e-05,0.09311119676576468,2
9164159.549151223,1192902.5392309758,1.9800194064918895,744058.508635108,0.9999097298298926,0.9975032466727296,6.194012961575286e-05,0.14061100660689946,3
9221522.57098919,1217918.8518010615,1.9800229005840835,744070.3754777391,0.9999083655516608,0.9974890145502807,8.34480533764165e-05,0.18944068046119197,4
9293765.926685356,1249875.0110133616,1.9800303547026068,744081.9741693074,0.9999065129764734,0.9974709146811697,0.00010625698695180521,0.2400463938732521,5
9380983.117979161,1289253.0460104959,1.9800304511486235,744115.4464661382,0.9999041401545473,0.9974486905105043,0.00012981977032883377,0.29301068251178475,6
9484885.071446149,1336646.8404082335,1.980025456711967,744124.3585900413,0.9999012047126669,0.9974220058468692,0.0001516793206101682,0.349450907424858,7
9609329.772280365,1392849.0619890452,1.9800244430589002,744145.4763944802,0.999897652422856,0.9973905082278705,0.00017082475014960568,0.4107215717635929,8
9755726.723604646,1458855.5167375533,1.9800222131184837,744191.8799182915,0.9998934152614452,0.9973537854531516,0.0001915998838047309,0.4762108290906343,9
9924633.091507172,1535806.3746805487,1.9800228320849143,744215.5093876664,0.9998884090490124,0.9973112541418472,0.0002150879620734681,0.5476329484112737,10
