total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
11261900.616104499,1809714.4299637105,1.6882329427028382,672196.6339951039,9.911443369021217e-05,0.28235495461238713,0.999865083993849,0.9970213380280943,5
11974228.838077987,2229140.0560576627,1.6882424763182353,672347.996976245,0.0002093144164701737,0.6485612565541612,0.9998387960055486,0.9968288924000109,10
13447595.381877124,3134975.114009032,1.6881992408170639,672423.5347067339,0.0003091049745510782,1.2418068978644312,0.9997791369729153,0.9964418184173196,15
16425285.15441124,5070837.62580608,1.6881452959324412,672455.9513412642,0.00042857452471903947,2.337548880235962,0.9996469759145302,0.995706610581043,20
22080134.342410523,9555824.935149955,1.6881427490315126,672808.4412147361,0.0005921649736611216,4.620499166732077,0.999325918571096,0.9942671217543365,25
33691520.103401124,21382495.827810097,1.6881134232001882,673520.5925126382,0.000864114519122163,9.575988103236357,0.9984219893871707,0.9913489666737103,30
59752040.65432267,57975006.67080295,1.6880785768055984,674855.5177563753,0.0013276948781634702,21.08314012924087,0.9954013353886255,0.9852148553452756,35
117693594.07720205,186829282.96568954,1.688117781301121,676566.8374383353,0.0017619016003658308,45.75822296266928,0.983938503717564,0.9735855701686055,40
223720627.16857278,623328170.3306434,1.6882923733601376,678792.2302451787,0.002086893753109106,73.41858279188531,0.94283269729634,0.9629017213212647,45
340663489.5641638,1724821557.4037917,1.6882670434635474,680141.0666024724,0.002198317908418598,71.89286146197688,0.845749745478734,0.9653628463338013,50
