total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
308838129.4962534,1503671162.3810868,1.4296962693775839,524469.2998367369,0.001878077752883171,101.2741851281329,0.9409779145094768,0.9639254626441744,50
497032682.7490386,31985815756.81105,1.4321071328371795,538257.1988879533,0.0012131443592519183,14.835371040935836,0.1336061274319174,0.9382787066934875,100
579844085.6426948,32393367511.887836,1.4345295784621137,548519.9698875281,0.0011942497904245447,8.126992720222418,0.12395544902600178,0.9209641056248152,150
687026947.8379788,32406387871.281116,1.4398499534053644,559661.2181230262,0.0010173724446585458,7.152934185462371,0.1167064996736171,0.9060082886526487,200
769577642.5207763,32412435693.308075,1.444164718484192,568630.3400847166,0.0009152859996957435,5.806093736589096,0.11008986205497658,0.8966226863628662,250
837294659.3575003,32414948629.031555,1.4477497365900065,577194.8363006278,0.000873157405636402,4.975554085841912,0.10473762336116339,0.889826566281527,300
895882155.6907929,32416398749.333244,1.4510163745279197,585141.9671007856,0.000832503891650931,4.403241866309049,0.10054646188214451,0.8841649242983318,350
948320660.8926145,32417729363.702576,1.4546738594755169,592676.2118444527,0.0008065925822432004,4.004102585814366,0.09716044687159837,0.8791218171136868,400
996104869.077564,32419202668.960037,1.4595849839603219,601541.5065280411,0.000836450479434716,3.7631753459808555,0.09434595159513007,0.8742387102132485,450
1040277402.0147209,32420860973.373016,1.4649342520778463,611287.5006190569,0.0008163395691261958,3.6019354349530306,0.09193926758675891,0.8693474518041647,500
