Iteracion,led_x,led_y,Diferencia,Data,Simuladas
1,16,22,1937996452.9191878,1955398704.5841215,17532400.0
1,16,24,1394000695.0682585,1403334523.0531025,9341826.0
1,16,26,1161487299.77321,1168378937.6402776,6892972.0
1,18,6,788297892.3275502,788621387.8219367,323495.62
1,18,8,1080710559.699241,1081067076.5421336,356516.75
1,18,10,1620873859.8026013,1621306392.5869634,440385.72
1,18,12,2815511777.494345,2817323931.1350107,1817956.8
1,18,14,5822322230.07202,5843086146.017466,20969100.0
1,18,16,10301697959.992195,10895157955.378313,681805630.0
1,18,18,5337566777.139437,5363096884.440509,25828502.0
1,18,20,2472281327.863656,2473831068.354368,1717112.8
1,18,22,1360770410.646473,1361201054.732271,443207.1
1,18,24,1091734810.1448333,1092118093.6355898,411673.1
1,18,26,901303835.4782633,901683747.7805996,427313.44
1,20,6,675927314.4962342,675936935.2527974,9620.745
1,20,8,898418415.926185,898430536.2603201,12120.337
1,20,10,1258757146.4321394,1258779684.009439,22537.596
1,20,12,1414764359.985768,1414811400.8491688,47040.883
1,20,14,1833384272.9308927,1834691153.493847,1311217.4
1,20,16,2317809722.618974,2335139796.8656483,17477010.0
1,20,18,2014967227.1570141,2017062767.094726,2224528.8
1,20,20,1463955353.2865822,1464015909.6231291,60556.273
1,20,22,1213098875.8140182,1213121361.183201,22485.387
1,20,24,844335689.6467028,844348660.1829301,12970.527
1,20,26,714846321.585605,714857093.9977893,10772.408
1,22,6,530091291.9300908,530096214.59295416,4922.6562
1,22,8,640753169.6322356,640758894.7043425,5725.07
1,22,10,672785656.6449113,672795829.5869992,10172.947
1,22,12,653657704.1454082,653678890.3175666,21186.203
1,22,14,776480394.728127,776875718.2905138,395361.3
1,22,16,959687050.7416885,965772806.1894858,6190890.0
1,22,18,1009711315.2570403,1010169385.4357854,477054.44
1,22,20,923055985.214903,923077657.8742522,21672.654
1,22,22,835546438.0436554,835557397.8725171,10959.826
1,22,24,592785201.9013375,592791008.2105324,5806.305
1,22,26,542309623.129199,542314545.1146182,4921.988
1,24,6,403705005.8272176,403707138.06553125,2132.237
1,24,8,434024759.05266094,434027481.819797,2722.7627
1,24,10,396428873.3041462,396434510.4747114,5637.163
1,24,12,436578455.3063664,436590264.78143156,11809.481
1,24,14,464012446.8333476,464299178.32784265,286994.25
1,24,16,565367319.5898744,567987151.442726,3334680.0
1,24,18,551533813.2302668,551965769.171354,431955.72
1,24,20,567865625.067486,567878524.7755972,12899.695
1,24,22,487921674.59186226,487927639.40517896,5964.8125
1,24,24,453697586.7634061,453700380.8449236,2794.0781
1,24,26,426257502.1267942,426259645.3338099,2143.2065
1,26,6,278240772.75178844,278242326.3211417,1553.5702
1,26,8,297421207.3640427,297423313.931232,2106.569
1,26,10,287789587.1878704,287794484.63701546,4897.445
1,26,12,330997547.8477487,331006246.83495766,8698.99
1,26,14,336925506.24045706,337187601.48734695,268745.72
1,26,16,385893108.24220955,388248965.6340632,2355856.8
1,26,18,358478635.12371165,358871398.9573452,395762.66
1,26,20,396195733.0243853,396206935.72298837,11202.704
1,26,22,370947092.0313052,370952260.8981518,5168.8623
1,26,24,340428455.730805,340430646.76186377,2191.0308
1,26,26,335806002.95379627,335807645.12248504,1642.1675
2,6,6,328672928.0345909,328674570.5838822,1642.5497
2,6,8,348143530.3582114,348145706.20703024,2175.8494
2,6,10,338246886.47314984,338251870.5292859,4984.0566
2,6,12,375176680.9719266,375187169.0638688,10488.105
2,6,14,370867519.31186974,371214082.6229665,358333.06
2,6,16,396353626.3483222,398242377.464428,2411353.5
2,6,18,350891507.16498697,351200355.55267185,308848.38
2,6,20,338095913.18127453,338105389.98365825,9476.813
2,6,22,311201527.74183834,311206594.2534992,5066.5103
2,6,24,283022274.5246941,283024489.391471,2214.866
2,6,26,290645689.45356166,290647312.9827024,1623.5303
2,8,6,424765018.0488262,424767194.3137637,2176.2673
2,8,8,444222541.4605904,444225323.2262891,2781.7666
2,8,10,471267858.0478809,471273577.36910665,5719.3135
2,8,12,560782071.997581,560794541.7579709,12469.742
2,8,14,538032582.7365758,538354947.7955059,342207.9
2,8,16,575862063.5195903,579109190.0684261,3398175.0
2,8,18,465686094.29666334,466072883.3407086,388554.38
2,8,20,444137249.5372993,444149821.0047073,12571.463
2,8,22,408740386.9080507,408746484.5068406,6097.6055
2,8,24,418740057.9092588,418742900.9812238,2843.0718
2,8,26,415329863.135117,415332068.9269318,2205.7947
2,10,6,535926967.75511414,535932077.44686884,5127.555
2,10,8,626154338.1025234,626160316.2480139,5978.1475
2,10,10,855723250.2059948,855734335.8549255,11085.659
2,10,12,952457477.1123573,952479218.1233642,21741.016
2,10,14,983814157.4949365,984210019.8567272,395862.16
2,10,16,1036703045.602256,1043104296.9386994,6639910.0
2,10,18,750076467.2879285,750581347.9158521,504965.53
2,10,20,692982033.6699293,693005185.6255932,23151.95
2,10,22,718793338.867142,718805163.9316635,11825.08
2,10,24,671280037.3795838,671286152.953694,6115.5757
2,10,26,580722013.7108188,580727112.3110319,5098.5923
2,12,6,740975285.3057963,740986636.2101434,11350.917
2,12,8,908047859.066598,908061280.5105826,13421.447
