total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
419171901.4401848,32357976572.57267,2.1866408698123885,291988.5966928606,0.19852269272637788,0.9441840049994494,,,1
419004927.627383,32358914981.316517,2.1866437773551737,291988.862475996,0.19798171525011282,0.944207302649738,5.30118792964653e-05,1.5073332426355892,2
418785391.0920197,32360422730.30507,2.186647954836209,291986.16652290965,0.1969066418327368,0.9442382435930484,7.94385965347803e-05,2.1865688600213393,3
418545117.79459804,32362620450.979362,2.1866516749899176,292011.5155092649,0.1953123523397571,0.9442721232678399,0.00010564477464173481,2.7808132676327175,4
418326584.4507452,32365653535.47371,2.186654476361645,292056.57053672697,0.19322342359322037,0.9443021343240868,0.00013138446959887407,3.2667410977209936,5
418211145.1526689,32369674938.39987,2.1866588935743194,292087.96277355583,0.19066906111242424,0.9443199207546676,0.00015631129220751417,3.625415390875877,6
418249473.7447345,32374826844.20246,2.1866629498246875,292051.57801496895,0.18768595783413947,0.9443172631711282,0.00018011330456824197,3.8794291076626495,7
418489956.180945,32381221400.19358,2.1866560939236654,292100.5078994321,0.18431542484348318,0.9442857440609761,0.00021300333976090896,4.052981070491101,8
418965444.5067407,32388917682.91092,2.186657161719422,292129.52189784305,0.18060483923341564,0.9442146241118347,0.0002291892705552873,4.1644438259790695,9
419756607.28485686,32397932770.13845,2.186664982393538,292175.0419768258,0.17660239200106306,0.9440980003073329,0.00023421918691727994,4.34898865974351,10
