total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
419168387.5074573,32357993593.166046,2.1866408654704843,291988.5745850648,0.16845371689562832,0.9441845148039513,,,1
418995231.7744292,32358968763.28952,2.1866437872325317,291988.8044109421,0.16787130616141158,0.9442086922799855,5.3154167319304794e-05,1.5606642316983825,2
418768958.2869344,32360539257.42311,2.1866479494161655,291986.0438726484,0.16671409409953786,0.944240700102202,7.965103717108332e-05,2.261110320495155,3
418522795.24010426,32362834329.581375,2.186651326757383,292033.71980930195,0.16499867498671444,0.9442753359086719,0.00010590828111907306,2.8703737913416454,4
418305248.73281205,32366009144.33422,2.1866539594610512,292078.6870056959,0.16275244884217263,0.9443054117680313,0.00013165468266788924,3.3631219833519657,5
418202088.38061917,32370225288.10402,2.186658525687147,292109.9757103332,0.16000776669348435,0.9443218449326779,0.0001565059646773153,3.721264386945767,6
418263570.2076189,32375630848.994324,2.186661837387028,292083.40933020506,0.15680558574298725,0.9443160180248346,0.00018018748595951617,3.974618121611632,7
418538055.7837633,32382338229.431908,2.1866524865520836,292144.678035026,0.15319136676104342,0.9442789498303837,0.0002181839243174998,4.138372205562791,8
419071917.08754027,32390404507.190636,2.1866557557257544,292185.2900161512,0.14921836637845093,0.9441994008827076,0.00022208874506889678,4.257814411475087,9
419942154.9658829,32399835778.937874,2.1866630035419323,292227.16608119314,0.14493885617213842,0.944071977053425,0.00023156293369639463,4.476021976902592,10
