total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
475926494.9647088,32411833212.57601,2.186834368037927,293967.7206339673,0.0002685659087535209,1.654923760704934,0.1144043184497104,0.9377848153754095,50
497876053.9754163,32377400799.67567,2.1866399933011667,297617.18106182665,0.0003819687731184497,2.6739252248897114,0.11330259709703037,0.9338443511204989,100
543220696.3350918,32378970118.314816,2.186388797610497,301432.4376471303,0.0004407422597481386,4.515639935427845,0.11155877168604121,0.9260072875419392,150
608151529.7766652,32384787484.810196,2.186134929724059,306990.8272473514,0.0004507677894628219,5.099273864100286,0.10870699561322841,0.9162372755651688,200
672032467.2711604,32391813916.348248,2.1857675997809034,312623.4661929953,0.00043463250906349715,5.0787028537943435,0.10549586305219016,0.9073614652754434,250
733057246.1351222,32397283712.83435,2.185396182389756,318970.6214873581,0.00044111460703883954,4.583707604319377,0.10209261279005678,0.900354464643892,300
788270678.6196578,32399198881.0793,2.1848168038277747,324814.75247401255,0.0004227302915425719,4.122410791620017,0.09870394491582954,0.8952521978901603,350
837894918.8818002,32398112533.26337,2.1843154492086017,331090.31633136753,0.00040991088542577874,3.8018300860815075,0.09558808209542992,0.8912265815240681,400
883128791.8569288,32396097657.171646,2.1833679231941794,337062.900770668,0.0004008760122543485,3.5479780325890844,0.09280470784629762,0.887559986131062,450
925319981.7335999,32393141385.694695,2.1821833815220666,342886.647360974,0.0003612825093750258,3.2806523959379565,0.09031943361418343,0.8841794758904964,500
