total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
28562859.14596843,13729790.765146516,1.5888918042904154,575143.3085417456,0.9989770140155496,0.9923510356685853,,,1
28650416.610923007,13877522.628471447,1.5888910216969776,575149.3527959107,0.9989715828834491,0.9923279205294991,3.951024557378802e-05,0.29833716305026753,2
28783612.901845686,14101676.300365023,1.5888902096042146,575167.0983729723,0.9989606517396431,0.9922929620665601,5.949483502692366e-05,0.4505897265312404,3
28963007.054445196,14405746.15486459,1.5888897390510597,575185.958926602,0.9989440479020312,0.9922457541233279,7.980838551921668e-05,0.607274702988275,4
29189405.294777222,14794675.710491993,1.5888885971788365,575195.2699754096,0.9989214907247715,0.9921857165080542,0.00010047782822228251,0.7705757612856463,5
29470215.127445396,15274997.292202396,1.588888158421635,575216.630414272,0.9988925814790052,0.9921120800159161,0.0001217297516490125,0.9441629523956465,6
29804504.683068205,15855010.9042921,1.588890286470234,575209.8983149801,0.9988567919483914,0.9920238503224397,0.0001452180912976515,1.129078061122387,7
30195245.827944975,16545045.54349653,1.5888950977911236,575221.7748975892,0.9988134430307188,0.991919784310396,0.00016686297505197836,1.329972866644225,8
30652048.81852544,17357998.455753975,1.5888980380957547,575234.034421911,0.9987616855432113,0.9917985629664601,0.00018039830556330075,1.5492181912695713,9
31178300.10949605,18309693.396551944,1.588898396663984,575278.0317711176,0.9987004661750839,0.991658830615993,0.00020074688797961827,1.787834762521971,10
