total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
350371696.7897718,1870181441.5240898,1.431098255011111,368442.02426022355,0.0021501827836349595,72.33773618497182,0.8380953071155575,0.9656924303386911,50
411611133.1213619,15543694070.829882,1.4262097658987605,381393.1557397556,0.0013001860941046755,14.95091744221753,0.15256201563004135,0.9332170235887659,100
479278670.62627816,16027064101.330492,1.4247107395625505,392371.22760729236,0.00130421290055115,9.004971502932221,0.13020487079261814,0.9100897019091773,150
592385308.9163444,16038723276.184315,1.4269327936765315,402604.73295931646,0.001094464707108277,7.218949439012861,0.11790181445851301,0.8940059139646576,200
673836415.1339151,16036957382.188942,1.4284921457519597,411145.72441823815,0.0009447281801042562,5.795799131901353,0.10851074290754734,0.8837294658609076,250
734256565.4829252,16033360926.326677,1.4301849011755026,420438.4973252439,0.0008533841727861197,4.882653295294854,0.10145815635678707,0.8756893905318764,300
785201447.5300943,16029104905.74252,1.431874497116332,428205.0572884149,0.0007798925670441083,4.188293660645049,0.09594522361521202,0.8691163595985559,350
829035880.4161167,16025615089.279572,1.4346615651501788,436119.6706299094,0.0007099719899220989,3.656605191301225,0.09166409400354175,0.8633117427436514,400
867141600.6802535,16023630395.743954,1.437119764884466,444831.08191785926,0.0006714902301026776,3.259088876350826,0.08821815928696641,0.8581187101224215,450
901415600.0462508,16022940106.310486,1.438905942146379,452682.75095090055,0.0006221555105811019,2.972539127707364,0.0853417646531663,0.853425676213923,500
