total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
76196690.67125885,83121446.64275196,1.5412701607354475,577874.2655712767,0.9931168203294307,0.9801655829874203,,,1
76442475.96877295,84062865.10201682,1.541267895661316,577872.5449104235,0.9930781433917837,0.9801027973863897,2.7414233511430348e-05,0.8440224949903763,2
76814599.92351663,85492850.16150144,1.541264763636288,577870.2654751386,0.9930002669765302,0.9800080611094125,4.110487134122193e-05,1.2754237844969443,3
77316016.04749861,87435685.99272078,1.5412608257727742,577867.6364907455,0.9928819210718919,0.9798802062003292,5.4986098846218054e-05,1.7203952254947021,4
77959468.361366,89925758.299433,1.5412556385072438,577864.3906436184,0.9927209772389762,0.9797182013039879,6.95466888512936e-05,2.184331178195695,5
78759817.11378366,93008584.29173732,1.541246779280259,577871.9522438564,0.9925144138801586,0.97952159140916,8.688779117588374e-05,2.6731323257809034,6
79741645.51313904,96742127.4352206,1.5412371223343462,577859.9903772124,0.9922582556040481,0.9792863757425956,0.0001059147536664691,3.192848314364399,7
80896019.2725895,101199025.88888592,1.5412338830023518,577862.0754753775,0.99194743065876,0.9790095977850197,0.00011447723008735147,3.755074056173143,8
82230510.32456596,106468905.25057599,1.541224204372026,577868.1320965553,0.9915755109655988,0.978690367057719,0.000137887969604644,4.363072143034233,9
83756551.1856057,112661032.17928746,1.5412248761300897,577901.8389643782,0.991134574440126,0.9783230563930354,0.00014330420905633596,5.030305496190228,10
