total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
318903321.4805962,16049733181.543667,2.241894247183679,188159.0406510834,0.17017584448430242,0.9381116488056424,,,1
318780328.9819056,16050391253.140095,2.2418959602089426,188163.28060881377,0.16946802347578213,0.9381234589345951,5.11884200349643e-05,1.1019601308702736,2
318627677.5912275,16051416787.987679,2.2418987944341597,188146.79146523098,0.16806326981917888,0.9381368721410279,7.634536924169445e-05,1.5991495805513478,3
318473181.40313697,16052854050.575062,2.241903728187602,188146.4488519327,0.1659852372047484,0.938147191470229,0.00010112363161778341,2.0356729789024675,4
318355149.6768179,16054752406.083424,2.2419021446558114,188143.96521984274,0.1632702044867218,0.9381480791051923,0.00012556406377219132,2.4061079423339344,5
318317727.34838057,16057157376.218372,2.2418986901108506,188145.35328867263,0.15996425055897823,0.9381332375364146,0.0001502456130313053,2.704476798257305,6
318378536.01646304,16060101250.852108,2.2418996259021466,188166.27032468555,0.15612470803089312,0.9380934833550315,0.00017207189342993343,2.924781240193099,7
318572993.708504,16063595801.758377,2.2419041152400148,188207.0290622616,0.15181665217788332,0.9380224660485926,0.00018248578839420455,3.118959656592253,8
318967703.1909449,16067625308.398623,2.2419028737972058,188214.98556046345,0.14710713994557997,0.9379194346686676,0.0001914498605335143,3.3112010180727736,9
319584061.7705729,16072141804.439392,2.2418983828613746,188257.78733134258,0.14207542278646232,0.9377815705998995,0.00019965931293929525,3.5594241076473345,10
