total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
318908746.1891347,16049714379.896431,2.2418941042132663,188158.90116177528,0.22191590846727224,0.9381108608155753,,,1
318795204.4641752,16050333126.79972,2.2418955248740446,188162.88975369127,0.22129396461702194,0.9381213156734252,5.415322599809309e-05,1.0438327234737526,2
318653629.4416006,16051294987.524822,2.241897852062014,188146.0150718935,0.22005911987335675,0.9381331668207449,8.082662858192002e-05,1.5182749072007966,3
318507449.9311794,16052639219.092514,2.2419021186988775,188150.2312486777,0.21823102603348504,0.9381423781183111,0.00010714806750192076,1.93917018314269,4
318392299.93619466,16054410253.80197,2.2419018049353587,188155.64322622557,0.21583951176693147,0.9381431874200794,0.00013316463982854568,2.3005562886949233,5
318345099.8424905,16056650253.879204,2.241897641053617,188141.02039379696,0.21292325659211878,0.9381301619103783,0.00015926469687992673,2.5983155619141893,6
318392451.54884076,16059391054.365181,2.24189664047667,188151.0771485041,0.20952848667214757,0.9380952013143234,0.0001845012133883865,2.820627892368084,7
318548639.28501844,16062647435.379448,2.2419015381195777,188141.23342671694,0.20571164216895998,0.9380315253913902,0.00019943977822198836,3.0154148947675496,8
318884390.3960517,16066411647.121353,2.2419011863667957,188156.09524416804,0.2015266540860048,0.9379376546087758,0.00021103489606183487,3.198417568932298,9
319421545.3482954,16070648310.790096,2.2418981000063853,188194.55140311044,0.19704001715060815,0.9378117038681302,0.00022277034891275734,3.4157661336323244,10
