total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
419170923.1596248,32357981379.37506,2.186640866296361,291988.59387005575,0.19002598494888093,0.9441841445762843,,,1
419002227.40156686,32358930151.242767,2.1866437732138393,291988.8562420667,0.1894734556030886,0.9442076824236071,5.318447031480977e-05,1.5226018817869624,2
418780820.8123579,32360455507.830532,2.1866479392218183,291986.15207996656,0.1883754818998464,0.9442389136432641,7.969733441765551e-05,2.2079494873403567,3
418538913.1439632,32362680606.846416,2.1866515531830273,292033.95932894084,0.186747436621108,0.9442729916105344,0.00010598450949383926,2.806574929383415,4
418320637.0684613,32365753538.30437,2.1866542946566936,292079.0070723145,0.18461465162200238,0.944303011834412,0.00013179282760326528,3.294614618979404,5
418208704.31594,32369829592.755646,2.1866587384987053,292087.9002711864,0.18200718831103405,0.9443204059287906,0.00015676580730510377,3.653219065490608,6
418253541.9484203,32375052795.391747,2.1866625688932158,292061.85968993,0.17896292701091182,0.9443168458352702,0.0001805994727504002,3.9070851273990876,7
418503727.4865589,32381535534.421204,2.186654556050846,292135.56025279715,0.17552430957239443,0.944283763358504,0.00021564231790824982,4.078365105281221,8
418995494.8230666,32389336129.119774,2.1866566398391267,292151.8085318176,0.17174039140138092,0.944210247586698,0.00022717441037938403,4.191095537630749,9
419808900.88211066,32398468723.725723,2.1866643905355896,292174.75695718685,0.16766043102487682,0.9440905189468274,0.00023415613442182937,4.385176066175311,10
