total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
12402888.307112401,2118844.023682082,1.9749799951778724,755219.3220701807,0.9999158223991378,0.9974878577616564,,,1
12443685.533376735,2141376.7377080796,1.9749818299418087,755209.730628218,0.9999153888532251,0.9974806822304482,3.9192404316090977e-05,0.12250602403139464,2
12505766.560482271,2175548.117916306,1.9749854732803331,755222.7311201831,0.9999145167994539,0.9974698523435022,5.827401025872055e-05,0.18483976888142797,3
12590069.290820435,2221866.5670898715,1.9749907377841964,755227.9487991892,0.9999131936657184,0.9974552705991716,7.610815237883231e-05,0.24878092651384504,4
12696756.282031791,2281050.3479905264,1.9749967280516292,755232.312455005,0.9999113988768229,0.9974367980034935,9.396025043368808e-05,0.3150055257010615,5
12826864.33028531,2354046.4753034916,1.9750022663444446,755220.6268384503,0.9999091034419818,0.9974142515738015,0.00011228806728559399,0.38425239007476814,6
12982512.258378934,2442056.2807623856,1.9750043198699387,755232.38993462,0.9999062690475237,0.9973874006847805,0.00013164761160994808,0.4572221927288891,7
13165701.870153818,2546568.437260197,1.975007110316351,755202.6151241462,0.9999028469837812,0.9973559619873755,0.00015121775417675532,0.5346749841404445,8
13378695.641514372,2669400.648790915,1.9750119550568228,755262.1370220977,0.999898776636012,0.9973195927046103,0.00017388751627349895,0.6177732897872108,9
13622515.468415564,2812751.5005139755,1.9750139817588237,755284.4014263501,0.9998939837012274,0.99727788218106,0.00018760382238329026,0.7072609029571305,10
