total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
419165378.6636419,32358001670.907784,2.186640804018533,291988.5993802212,0.15169226362796573,0.9441849842888466,,,1
418986669.31351304,32358994590.300774,2.186643615185844,291988.85791347956,0.15108601953430198,0.9442100200082022,5.030347251398715e-05,1.5835764167737882,2
418753441.7943274,32360596121.904,2.1866476039114993,291966.2746479945,0.1498815608307588,0.9442431749360912,7.539164442601599e-05,2.292214660513252,3
418499912.79428875,32362940659.228745,2.1866505700331325,292001.7936191057,0.14809652961249942,0.9442789777205511,0.00010024493873134187,2.9059018132227954,4
418277972.79782677,32366188535.839966,2.1866528377107524,292046.8113769045,0.14576001286451515,0.9443099484317389,0.00012457427710241525,3.3980603315605933,5
418176067.37356097,32370506472.76042,2.186657189673092,292064.91646731214,0.14290633239184927,0.944326660839612,0.00014795381848796153,3.7521681282310038,6
418244453.004541,32376045846.58471,2.1866598203599987,292038.14050369116,0.13957895080859403,0.9443203065565249,0.00017007453135373807,3.9999749212013365,7
418530598.96979463,32382918907.42395,2.1866491237789516,292090.66799857933,0.13582599618983407,0.9442814379144381,0.0002087370559153925,4.152086354376891,8
419089328.7387569,32391181169.50651,2.1866522542038926,292106.78853568446,0.13170411507739732,0.9441987139322247,0.00020663708730454366,4.274212241682895,9
419995569.98834,32400832079.911438,2.1866585996394803,292150.6361438397,0.12726797365097234,0.9440671838218982,0.00021575027694999848,4.502798093921093,10
