total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,reprojection_data_error,recovery_err,phase_convergence_step,mag_convergence_step,iteraciones
419172767.15059924,32357972288.58107,2.186640858126113,291988.5938153531,0.2060968209501662,0.9441838811314027,,,1
419007317.3904415,32358901461.557777,2.186643736689071,291988.85189222853,0.20556603915338129,0.9442069654067248,5.2801921691428e-05,1.4936832331255514,2
418789436.41429013,32360393469.9998,2.186647880282302,291986.14713071217,0.20451115797856187,0.9442376478952944,7.912389047213633e-05,2.1674374259808853,3
418550612.85678613,32362566773.418457,2.1866516370548963,292011.50622758304,0.2029466663081688,0.9442713496520683,0.00010522986803238803,2.757732403151518,4
418331890.061061,32365564469.73181,2.1866544195354773,292056.5403454092,0.20089647111893513,0.9443013486071533,0.00013088028707462942,3.2417027116314014,5
418213310.30921566,32369537312.771416,2.1866587263863684,292065.4169400072,0.1983890043534549,0.9443194885821102,0.00015573757970355212,3.600379353421388,6
418245881.5070979,32374625894.88339,2.1866628675910946,292051.6317015111,0.1954599011418078,0.9443176123043134,0.00017948463817494352,3.8547338372618594,7
418477622.58987236,32380941964.68636,2.1866573352483702,292100.54353574803,0.19214954828907718,0.9442874614762493,0.00021020564264430315,4.02982288121267,8
418938858.0294623,32388545800.624157,2.1866569789576915,292116.66435920715,0.1885038175018979,0.9442184687978397,0.00023093486000230136,4.140536771326322,9
419710311.7575609,32397455926.779015,2.1866647248149205,292162.1989359071,0.1845699323359673,0.9441045964928305,0.00023398633302679168,4.317318124033264,10
